Symbol,Name,Sector,industry
FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts
FMAX,Full Spectrum Inc.,n/a,n/a
FULT,Fulton Financial Corporation,Finance,Major Banks
FNKO,"Funko, Inc.",Consumer Non-Durables,Recreational Products/Toys
FUTU,Futu Holdings Limited,Finance,Investment Bankers/Brokers/Service
FTFT,Future FinTech Group Inc.,Consumer Non-Durables,Packaged Foods
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,Specialty Chemicals
FVCB,"FVCBankcorp, Inc.",Finance,Major Banks
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors
GTHX,"G1 Therapeutics, Inc.",Health Care,Major Pharmaceuticals
GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GRTX,"Galera Therapeutics, Inc.",Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals
GMDA,Gamida Cell Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,n/a,n/a
GLIBA,"GCI Liberty, Inc.",Public Utilities,Telecommunications Equipment
GLIBP,"GCI Liberty, Inc.",Public Utilities,Telecommunications Equipment
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
GNSS,Genasys Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
GENC,Gencor Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks
GFN,General Finance Corporation,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNFT,GENFIT S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",Consumer Services,Movies/Entertainment
GMAB,Genmab A/S,Health Care,Major Pharmaceuticals
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNPX,"Genprex, Inc.",Health Care,Major Pharmaceuticals
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",Finance,Major Banks
GERN,Geron Corporation,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks
GLAD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GLADD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GLADL,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,Consumer Services,Real Estate
GOODN,Gladstone Commercial Corporation,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,n/a,n/a
GAINL,Gladstone Investment Corporation,n/a,n/a
GAINM,Gladstone Investment Corporation,n/a,n/a
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,Finance,Property-Casualty Insurers
GBLIL,Global Indemnity Limited,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,Finance,Property-Casualty Insurers
SELF,"Global Self Storage, Inc.",Consumer Services,Real Estate Investment Trusts
GWRS,"Global Water Resources, Inc.",Public Utilities,Water Supply
DRIV,Global X Autonomous & Electric Vehicles ETF,n/a,n/a
POTX,Global X Cannabis ETF,n/a,n/a
CLOU,Global X Cloud Computing ETF,n/a,n/a
KRMA,Global X Conscious Companies ETF,n/a,n/a
BUG,Global X Cybersecurity ETF,n/a,n/a
DAX,Global X DAX Germany ETF,n/a,n/a
EBIZ,Global X E-commerce ETF,n/a,n/a
FINX,Global X FinTech ETF,n/a,n/a
CHIC,Global X Funds Global X MSCI China Communication Services ETF,n/a,n/a
AIQ,Global X Future Analytics Tech ETF,n/a,n/a
GNOM,Global X Genomics & Biotechnology ETF,n/a,n/a
BFIT,Global X Health & Wellness Thematic ETF,n/a,n/a
SNSR,Global X Internet of Things ETF,n/a,n/a
LNGR,Global X Longevity Thematic ETF,n/a,n/a
MILN,Global X Millennials Thematic ETF,n/a,n/a
EFAS,Global X MSCI SuperDividend EAFE ETF,n/a,n/a
QYLD,Global X NASDAQ-100 Covered Call ETF,n/a,n/a
BOTZ,Global X Robotics & Artificial Intelligence ETF,n/a,n/a
CATH,Global X S&P 500 Catholic Values ETF,n/a,n/a
SOCL,Global X Social Media ETF,n/a,n/a
ALTY,Global X SuperDividend Alternatives ETF,n/a,n/a
SRET,Global X SuperDividend REIT ETF,n/a,n/a
GXTG,Global X Thematic Growth ETF,n/a,n/a
HERO,Global X Video Games & Esports ETF,n/a,n/a
YLCO,Global X YieldCo & Renewable Energy Income ETF,n/a,n/a
GLBS,Globus Maritime Limited,Transportation,Marine Transportation
GSMG,Glory Star New Media Group Holdings Limited,Finance,Business Services
GSMGW,Glory Star New Media Group Holdings Limited,Finance,Business Services
GLUU,Glu Mobile Inc.,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation
GMLPP,Golar LNG Partners LP,Consumer Services,Marine Transportation
DNJR,GOLDEN BULL LIMITED,Finance,Finance: Consumer Services
GDEN,"Golden Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",n/a,n/a
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants
GBLK,GoodBulk Ltd.,n/a,n/a
GSHD,"Goosehead Insurance, Inc.",Finance,Specialty Insurers
GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components
GPAQ,Gordon Pointe Acquisition Corp.,Finance,Business Services
GPAQU,Gordon Pointe Acquisition Corp.,Finance,Business Services
GPAQW,Gordon Pointe Acquisition Corp.,Finance,Business Services
GHIVU,"Gores Holdings IV, Inc.",Finance,Business Services
GMHI,"Gores Metropoulos, Inc.",Finance,Business Services
GMHIU,"Gores Metropoulos, Inc.",Finance,Business Services
GMHIW,"Gores Metropoulos, Inc.",Finance,Business Services
GOSS,"Gossamer Bio, Inc.",Health Care,Major Pharmaceuticals
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",Miscellaneous,Business Services
GECC,Great Elm Capital Corp.,n/a,n/a
GECCL,Great Elm Capital Corp.,n/a,n/a
GECCM,Great Elm Capital Corp.,n/a,n/a
GECCN,Great Elm Capital Corp.,n/a,n/a
GEC,"Great Elm Capital Group, Inc. ",Technology,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding
GPP,Green Plains Partners LP,Basic Industries,Major Chemicals
GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",Finance,Banks
GTEC,Greenland Technologies Holding Corporation,Technology,Industrial Machinery/Components
GNLN,"Greenlane Holdings, Inc.",Capital Goods,Recreational Products/Toys
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers
GRNQ,Greenpro Capital Corp.,Technology,EDP Services
GNRSU,Greenrose Acquisition Corp.,Finance,Business Services
GSKY,"GreenSky, Inc.",Miscellaneous,Business Services
GRNV,GreenVision Acquisition Corp,Finance,Business Services
GRNVR,GreenVision Acquisition Corp,Finance,Business Services
GRNVU,GreenVision Acquisition Corp,Finance,Business Services
GRNVW,GreenVision Acquisition Corp,Finance,Business Services
GSUM,Gridsum Holding Inc.,Technology,Computer Software: Prepackaged Software
GRIF,"Griffin Industrial Realty, Inc.",Finance,Real Estate
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals
GRIN,Grindrod Shipping Holdings Ltd.,Transportation,Marine Transportation
GRTS,"Gritstone Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GO,Grocery Outlet Holding Corp.,Consumer Services,Food Chains
GRPN,"Groupon, Inc.",Technology,Advertising
GRWG,GrowGeneration Corp.,Consumer Services,RETAIL: Building Materials
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks
GVP,"GSE Systems, Inc.",Technology,Computer Software: Prepackaged Software
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GTYH,"GTY Technology Holdings, Inc.",Technology,EDP Services
GNTY,"Guaranty Bancshares, Inc.",Finance,Major Banks
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks
GH,"Guardant Health, Inc.",Health Care,Medical Specialities
GHSI,"Guardion Health Sciences, Inc.",Health Care,Major Pharmaceuticals
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals
GWGH,"GWG Holdings, Inc",Finance,Life Insurance
GXGX,GX Acquisition Corp.,Finance,Business Services
GXGXU,GX Acquisition Corp.,Finance,Business Services
GXGXW,GX Acquisition Corp.,Finance,Business Services
GYRO,"Gyrodyne , LLC",Consumer Services,Building operators
HEES,"H&E Equipment Services, Inc.",n/a,n/a
HLG,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services
HNRG,Hallador Energy Company,Energy,Coal Mining
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HLNE,Hamilton Lane Incorporated,Finance,Investment Managers
HJLI,"Hancock Jaffe Laboratories, Inc.",Health Care,Medical/Dental Instruments
HJLIW,"Hancock Jaffe Laboratories, Inc.",Health Care,Medical/Dental Instruments
HWC,Hancock Whitney Corporation,Finance,Major Banks
HWCPL,Hancock Whitney Corporation,Finance,Major Banks
HAFC,Hanmi Financial Corporation,Finance,Major Banks
HAPP,Happiness Biotech Group Limited,Consumer Durables,Specialty Chemicals
HONE,"HarborOne Bancorp, Inc.",Finance,Major Banks
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
HARP,"Harpoon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HROW,"Harrow Health, Inc.",Health Care,Major Pharmaceuticals
HBIO,"Harvard Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
HCAP,Harvest Capital Credit Corporation,n/a,n/a
HCAPZ,Harvest Capital Credit Corporation,n/a,n/a
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys
HA,"Hawaiian Holdings, Inc.",Transportation,Air Freight/Delivery Services
HWKN,"Hawkins, Inc.",Consumer Durables,Specialty Chemicals
HWBK,"Hawthorn Bancshares, Inc.",Finance,Major Banks
HYAC,Haymaker Acquisition Corp. II,Finance,Business Services
HYACU,Haymaker Acquisition Corp. II,Finance,Business Services
HYACW,Haymaker Acquisition Corp. II,Finance,Business Services
HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore
HBT,"HBT Financial, Inc.",Finance,Major Banks
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services
HHR,HeadHunter Group PLC,Technology,Professional Services
HCAT,"Health Catalyst, Inc",Technology,"Computer Software: Programming, Data Processing"
HIIQ,"Health Insurance Innovations, Inc.",Finance,Specialty Insurers
HCCO,Healthcare Merger Corp.,Finance,Business Services
HCCOU,Healthcare Merger Corp.,Finance,Business Services
HCCOW,Healthcare Merger Corp.,Finance,Business Services
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management
HTIA,"Healthcare Trust, Inc.",Consumer Services,Real Estate Investment Trusts
HQY,"HealthEquity, Inc.",Miscellaneous,Business Services
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing"
HTLD,"Heartland Express, Inc.",Transportation,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",Finance,Major Banks
HTBX,"Heat Biologics, Inc.",Health Care,Major Pharmaceuticals
HEBT,"Hebron Technology Co., Ltd.",Capital Goods,Metal Fabrications
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services
HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings
HLIO,"Helios Technologies, Inc.",Capital Goods,Metal Fabrications
HSDT,"Helius Medical Technologies, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services
HNNA,"Hennessy Advisors, Inc.",Finance,Investment Managers
HCAC,Hennessy Capital Acquisition Corp. IV,Finance,Business Services
HCACU,Hennessy Capital Acquisition Corp. IV,Finance,Business Services
HCACW,Hennessy Capital Acquisition Corp. IV,Finance,Business Services
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities
HEPA,"Hepion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
HTBK,Heritage Commerce Corp,Finance,Major Banks
HFWA,Heritage Financial Corporation,Finance,Banks
HCCI,"Heritage-Crystal Clean, Inc.",Basic Industries,Miscellaneous
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services
HRTX,"Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals
HSKA,Heska Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
HX,Hexindai Inc.,Finance,Finance: Consumer Services
HFFG,HF Foods Group Inc.,Consumer Non-Durables,Food Distributors
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores
SNLN,Highland/iBoxx Senior Loan ETF,n/a,n/a
HIHO,Highway Holdings Limited,Capital Goods,Metal Fabrications
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors
HIFS,Hingham Institution for Savings,n/a,n/a
HQI,"HireQuest, Inc.",Technology,Professional Services
HCCH,HL Acquisitions Corp.,Finance,Business Services
HCCHR,HL Acquisitions Corp.,Finance,Business Services
HCCHU,HL Acquisitions Corp.,Finance,Business Services
HCCHW,HL Acquisitions Corp.,Finance,Business Services
HMNF,"HMN Financial, Inc.",Finance,Savings Institutions
HMSY,HMS Holdings Corp,Miscellaneous,Business Services
HOLI,"Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components
HOLX,"Hologic, Inc.",Health Care,Medical Electronics
HBCP,"Home Bancorp, Inc.",Finance,Banks
HOMB,"Home BancShares, Inc.",Finance,Major Banks
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Finance,Savings Institutions
HMST,"HomeStreet, Inc.",Finance,Major Banks
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions
FIXX,"Homology Medicines, Inc.",Health Care,Major Pharmaceuticals
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings
HOOK,HOOKIPA Pharma Inc.,Health Care,Major Pharmaceuticals
HOPE,"Hope Bancorp, Inc.",Finance,Major Banks
HBNC,"Horizon Bancorp, Inc.",Finance,Major Banks
HRZN,Horizon Technology Finance Corporation,n/a,n/a
HZNP,Horizon Therapeutics Public Limited Company,Health Care,Major Pharmaceuticals
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
HOTH,"Hoth Therapeutics, Inc.",Health Care,Major Pharmaceuticals
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Hovnanian Enterprises Inc,Capital Goods,Homebuilding
HBMD,"Howard Bancorp, Inc.",Finance,Major Banks
HTGM,"HTG Molecular Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
HTHT,Huazhu Group Limited,Consumer Services,Hotels/Resorts
HUBG,"Hub Group, Inc.",Transportation,Oil Refining/Marketing
HSON,"Hudson Global, Inc.",Technology,Professional Services
HDSN,"Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties
HHT,"Huitao Technology Co., Ltd.",Basic Industries,Engineering & Construction
HUIZ,Huize Holding Limited,Finance,Specialty Insurers
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks
HBANN,Huntington Bancshares Incorporated,Finance,Major Banks
HBANO,Huntington Bancshares Incorporated,Finance,Major Banks
HURC,"Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services
HCM,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials
HVBC,"HV Bancorp, Inc.",Finance,Major Banks
HYRE,HyreCar Inc.,Consumer Services,Rental/Leasing Companies
IIIV,"i3 Verticals, Inc.",Miscellaneous,Business Services
IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores
IBKC,IBERIABANK Corporation,Finance,Major Banks
IBKCN,IBERIABANK Corporation,Finance,Major Banks
IBKCO,IBERIABANK Corporation,Finance,Major Banks
IBKCP,IBERIABANK Corporation,Finance,Major Banks
IBEX,IBEX Holdings Limited,n/a,n/a
ICAD,icad inc.,Health Care,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.
ICCH,"ICC Holdings, Inc.",Finance,Property-Casualty Insurers
ICFI,"ICF International, Inc.",Consumer Services,Professional Services
ICHR,Ichor Holdings,Technology,Semiconductors
ICLK,iClick Interactive Asia Group Limited,Technology,Computer Software: Prepackaged Software
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments
IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components
IDEX,"Ideanomics, Inc.",Consumer Services,Television Services
IDYA,"IDEAYA Biosciences, Inc.",Health Care,Major Pharmaceuticals
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IEC,IEC Electronics Corp.,Technology,Electrical Products
IESC,"IES Holdings, Inc.",Capital Goods,Engineering & Construction
IROQ,"IF Bancorp, Inc.",Finance,Savings Institutions
IFMK,iFresh Inc.,Consumer Services,Food Chains
IGMS,"IGM Biosciences, Inc.",Health Care,Major Pharmaceuticals
